partner_name,tier_level,description,url,fit_score,tech_score,qbo_score,service_score,business_score,tier_score,focus_areas,service_types,tech_stack,word_count,tech_keywords,qbo_keywords,service_keywords,analysis_decision,reason
OpStart Growth Inc.,Gold Partner,"OpStart helps early-stage startups manage financial operations in a seamless and scalable manner. We give founders the freedom to focus on their core business with the peace of mind knowing a founders back-office is in good hands. OpStart provides an all-in-one finance and accounting solution for early-stage startups. We work with 60+ venture-backed companies today, providing services like bookkeeping, taxes, fractional CFO support, and more through a tech-enabled platform.",https://accountants.bill.com/find-an-accountant/opstart-growth-inc,8.0,4.0,0.0,3.0,0.0,1,Startups; Technology,Fractional CFO/Controller; CFO Services,,69,"startup, tech, early-stage, platform",,"fractional, cfo, bookkeeping",not yet,early stage too volitale maybe? 
Cast,Gold Partner,"Cast provides bookkeeping, accounting, strategy/advisory, c-suite, payroll, and tax services delivering you business information that is correct, timely, and actionable. Our goal is to take care of your numbers so you can take care of the rest of your business. We do this by maximizing the use of technology, freeing up your time to accomplish your business goals and the reasons you got into it in the first place!",https://accountants.bill.com/find-an-accountant/cast,5.0,2.0,0.0,2.0,0.0,1,Technology,,,69,"technology, tech",,"bookkeeping, advisory",Not Analyzed,
Breakwater Accounting & Advisory Corp,Gold Partner,https://breakwatercorp.com/,https://accountants.bill.com/find-an-accountant/breakwater-accounting-advisory-corp,1.0,0.0,0.0,0.0,0.0,1,,,,1,,,,Not Analyzed,
Launch Finance,Gold Partner,"Launch Finance is a women-owned financial services firm dedicated to serving startups at all stages of growth across all industries with high quality, cost-effective financial staffing from day to day transaction processing through strategic CFO services. Deborah Kranz built and sold one of the most successful financial consulting firms and is a recognized financial leader in Silicon Valley for venture capital firms and startups. Joined with two expereinced and successful financial executives, Shauna Barker and Laina Payne they formed Launch Finance to provide exceptional and cost effective financial support to startups and venture firms",https://accountants.bill.com/find-an-accountant/launch-finance,4.0,1.0,1.0,1.0,0.0,1,Startups,CFO Services,,94,startup,api,cfo,Not Analyzed,
Bistro Accounting,Gold Partner,Bistro Accounting provides outsourced bookkeeping services to restaurants.,https://accountants.bill.com/find-an-accountant/bistro-accounting,3.0,0.0,0.0,2.0,0.0,1,,,,8,,,"outsourced, bookkeeping",Not Analyzed,
Accounting Solutions of New York,Gold Partner,"At Accounting Solutions(ASNY), we believe that a firm is as good as the people who work in it. We feel good about those who have joined us to help us execute our mission. ASNY is comprised of 25 professionals and serves over 50 organizations and schools. Our staff, whom we fondly refer to as “Solutionists,” include accounting and finance professionals with many years of experience who are dedicated to serving nonprofits and charter schools. A significant number have worked exclusively in the nonprofit sector throughout their careers and have been with ASNY for a number of years. This wealth of experience and dedication to the nonprofit sector allows us to say, with confidence, that we understand how nonprofits and charter schools work and we know what their needs are.",https://accountants.bill.com/find-an-accountant/accounting-solutions-of-new-york,1.0,0.0,0.0,0.0,0.0,1,,,,129,,,,Not Analyzed,
"BiggsKofford, PC",Gold Partner,"BiggsKofford is a Colorado Springs CPA firm founded in 1982 and is focused on advising our clients. Rather than simply helping to document the past, we help our clients plan and manage their futures. Our professional certified public accountants take great care in preparing and analyzing financial data to create a solid framework to assist our clients in making critical business decisions. BiggsKofford is comprised of professionals with experience in a wide variety of industries and specialties allowing us to provide our clients with customized solutions to complex issues. We offer a wide variety of services to help our clients meet their financial goals. It begins with direct and easy access to our principals and continues with our commitment to doing business differently that the typical accounting firm, and we strive to exceed our clients’ expectations.",https://accountants.bill.com/find-an-accountant/biggskofford-pc,1.0,0.0,0.0,0.0,0.0,1,,,,136,,,,Not Analyzed,
Ledgr Inc,Gold Partner,"Accounting firms are obsessed with numbers. The problem with that is that with other firms, you become one. After years of working together in the accounting services space, the Ledgr team realized that the rest of the industry does not prioritize customer care. Frustrated by the lack of dedication to customer satisfaction, Ledgr was created to be different. Our team wanted to see our entrepreneur and business leader partners be successful. We wanted a firm that focused on a set of core values above everything else. A company that prioritized taking care of the People, the Product, then the Profits - in that order. Our company was founded by entrepreneurs, not “quants”, and while our expertise is deeply rooted in accounting and business back office processes, our focus is the people and organizations that those processes benefit. Ledgr wants to help you build a better business. We know that if we can help you achieve your business goals by building a stronger, healthier business along side you, those relationships will sustain the long haul and translate into our mutual success. We call our clients “partners” because we look at every engagement as a partnership, in which your success equals our success. Our relationships run deeper than your typical client-company relationship, and we make a bigger investment in our commitments to our partners than other firms. Keep reading to understand the core values that drive every decision we make, from who we hire, to what software we use, to even what partners are the right fit.",https://accountants.bill.com/find-an-accountant/ledgr-inc,1.39,0.39,0.0,0.0,0.0,1,SaaS/Software,,,255,software,,,Not Analyzed,
Crossmark Management Group,Gold Partner,"Crossmark Management Group pursues excellence in the delivery of quality financial, accounting, and business consulting services thereby enabling our clients to devote their time and attention to pursuing the goals and objectives for which their business was formed. We exist by the grace of God and for the purpose of glorifying Him by being the premier provider of outsourced financial, accounting, and business consulting services that reflect the excellence of our associates and enable our clients to pursue their business objectives.",https://accountants.bill.com/find-an-accountant/crossmark-management-group,2.0,0.0,0.0,1.0,0.0,1,,,,81,,,outsourced,Not Analyzed,
Nonprofit Suite,Gold Partner,"We serve nonprofits! Nonprofit organizations are critical to the long-term success of our communities. Without them, many dreams and goals would go unfulfilled. Yet these organizations are required to meet increasingly complex administrative and regulatory challenges with ever-tightening resources. That’s why Nonprofit Suite is 100% dedicated to provide services ONLY to nonprofit organizations. We’re proud of this distinction.",https://accountants.bill.com/find-an-accountant/nonprofit-suite,1.0,0.0,0.0,0.0,0.0,1,,,,58,,,,Not Analyzed,
